id_cita;cita_es;cita_la;cita_original;autor_es;referencia;autor_la;bio_es;bio_la;codigo;idioma_es;idioma_la;nacion_es;nacion_la;epoca_es;epoca_la;imagen;imagen_atr
54;Sin música, la vida sería un error;Sine musica vita error esset;Ohne Musik wäre das Leben ein Irrtum;Friedrich Nietzsche;Götzen-Dämmerung (1889), Prologus;Friedrich Nietzsche;"Filósofo, poeta y filólogo alemán. Autor de obras como ""Así habló Zaratustra"" y ""Más allá del bien y del mal"".";"Philosophus, poeta et philologus Germanicus, auctor operum ut ""Ita loquutus est Zarathustra"" et ""Ultra bonum et malum"".";de;Alemán;Lingua Germanica;Alemania;Germania;Edad Contemporánea;Aetas Contemporanea;https://i.ibb.co/N6jnVDp7/nietzsche.png;0
55;El hombre es algo que debe ser superado;Homo est aliquid quod superandum est;Der Mensch ist etwas, das überwunden werden soll;Friedrich Nietzsche;Also sprach Zarathustra (1883-1885), Pars Prima, §3;Friedrich Nietzsche;"Filósofo, poeta y filólogo alemán. Autor de obras como ""Así habló Zaratustra"" y ""Más allá del bien y del mal"".";"Philosophus, poeta et philologus Germanicus, auctor operum ut ""Ita loquutus est Zarathustra"" et ""Ultra bonum et malum"".";de;Alemán;Lingua Germanica;Alemania;Germania;Edad Contemporánea;Aetas Contemporanea;https://i.ibb.co/N6jnVDp7/nietzsche.png;0
56;Siempre hay algo de locura en el amor. Pero también hay algo de razón en la locura;Semper aliquid insaniae in amore est, sed etiam aliquid rationis in insania;Es gibt immer etwas Wahnsinn in der Liebe. Aber auch etwas Vernunft im Wahnsinn;Friedrich Nietzsche;Also sprach Zarathustra (1883-1885), Pars Secunda, §21;Friedrich Nietzsche;"Filósofo, poeta y filólogo alemán. Autor de obras como ""Así habló Zaratustra"" y ""Más allá del bien y del mal"".";"Philosophus, poeta et philologus Germanicus, auctor operum ut ""Ita loquutus est Zarathustra"" et ""Ultra bonum et malum"".";de;Alemán;Lingua Germanica;Alemania;Germania;Edad Contemporánea;Aetas Contemporanea;https://i.ibb.co/N6jnVDp7/nietzsche.png;0
57;El verdadero soldado lucha no porque odie lo que tiene delante, sino porque ama lo que tiene detrás;Verus miles pugnat non quia odit quod ante se est, sed quia amat quod post se est;The true soldier fights not because he hates what is in front of him, but because he loves what is behind him;Gilbert Keith Chesterton;Heretics (1905);Gilbert Keith Chesterton;Escritor, poeta, filósofo y periodista inglés. Famoso por sus ensayos, cuentos de misterio y defensa del cristianismo.;Scriba, poeta, philosophus et diurnarius Anglicus. Notus pro essayis, fabulis mysteriis et Christianismi defensione.;en;Inglés;Lingua Anglica;Reino Unido;Regnum Unitum;Edad Contemporánea;Aetas Contemporanea;https://i.ibb.co/9mGNtTcT/chesterton.png;0
58;Una aventura es solo un inconveniente correctamente considerado. Un inconveniente es solo una aventura mal considerada;"Aventura est incommodum recte consideratum; incommodum est aventura male considerata";An adventure is only an inconvenience rightly considered. An inconvenience is only an adventure wrongly considered;Gilbert Keith Chesterton;The Man Who Was Thursday (1908);Gilbert Keith Chesterton;Escritor, poeta, filósofo y periodista inglés. Famoso por sus ensayos, cuentos de misterio y defensa del cristianismo.;Scriba, poeta, philosophus et diurnarius Anglicus. Notus pro essayis, fabulis mysteriis et Christianismi defensione.;en;Inglés;Lingua Anglica;Reino Unido;Regnum Unitum;Edad Contemporánea;Aetas Contemporanea;https://i.ibb.co/9mGNtTcT/chesterton.png;0
59;No hay reglas de arquitectura para un castillo en las nubes;Nullae sunt regulae architecturae pro castello in nubibus;There are no rules of architecture for a castle in the clouds;Gilbert Keith Chesterton;Heretics (1905);Gilbert Keith Chesterton;Escritor, poeta, filósofo y periodista inglés. Famoso por sus ensayos, cuentos de misterio y defensa del cristianismo.;Scriba, poeta, philosophus et diurnarius Anglicus. Notus pro essayis, fabulis mysteriis et Christianismi defensione.;en;Inglés;Lingua Anglica;Reino Unido;Regnum Unitum;Edad Contemporánea;Aetas Contemporanea;https://i.ibb.co/9mGNtTcT/chesterton.png;0
60;La manera de amar algo es darse cuenta de que puede perderse;Via ad amandum est intellegere posse amitti;The way to love anything is to realize that it may be lost;Gilbert Keith Chesterton;The Thing (1909);Gilbert Keith Chesterton;Escritor, poeta, filósofo y periodista inglés. Famoso por sus ensayos, cuentos de misterio y defensa del cristianismo.;Scriba, poeta, philosophus et diurnarius Anglicus. Notus pro essayis, fabulis mysteriis et Christianismi defensione.;en;Inglés;Lingua Anglica;Reino Unido;Regnum Unitum;Edad Contemporánea;Aetas Contemporanea;https://i.ibb.co/9mGNtTcT/chesterton.png;0
61;Las falacias no dejan de ser falacias porque se conviertan en modas;Fallaciae non desinunt fallaciae esse quia fiunt consuetudines;Fallacies do not cease to be fallacies because they become fashions;Gilbert Keith Chesterton;Orthodoxy (1908);Gilbert Keith Chesterton;Escritor, poeta, filósofo y periodista inglés. Famoso por sus ensayos, cuentos de misterio y defensa del cristianismo.;Scriba, poeta, philosophus et diurnarius Anglicus. Notus pro essayis, fabulis mysteriis et Christianismi defensione.;en;Inglés;Lingua Anglica;Reino Unido;Regnum Unitum;Edad Contemporánea;Aetas Contemporanea;https://i.ibb.co/9mGNtTcT/chesterton.png;0
62;Tenemos que defender la verdad a toda costa, aunque volvamos a ser solamente doce;Veritatem defendere oportet omni pretio, etiam si solum duodecim restemus;Veritatem defendere oportet omni pretio, etiam si soli duodecim maneamus;Juan Pablo II;Audientia generalis, 6 januarii 2002;Ioannes Paulus II;Papa de la Iglesia Católica desde 1978 hasta 2005. Destacado por su labor pastoral, defensa de la vida y los derechos humanos.;Papa Ecclesiae Catholicae ab anno 1978 usque 2005. Labor pastoral, vitae tutela et iura humana praecipuus.;la;Latín;Lingua Latina;Polonia;Polonia;Edad Contemporánea;Aetas Contemporanea;https://i.ibb.co/tMz7wVTz/juanpabloii.png;0
63;La fe es la luz que ilumina las tinieblas;Fides est lux quae tenebras illuminat;Fides est lux quae tenebras illuminat;Juan Pablo II;Redemptor Hominis, 1979;Ioannes Paulus II;Papa de la Iglesia Católica desde 1978 hasta 2005. Destacado por su labor pastoral, defensa de la vida y los derechos humanos.;Papa Ecclesiae Catholicae ab anno 1978 usque 2005. Labor pastoral, vitae tutela et iura humana praecipuus.;la;Latín;Lingua Latina;Polonia;Polonia;Edad Contemporánea;Aetas Contemporanea;https://i.ibb.co/tMz7wVTz/juanpabloii.png;0
64;El amor todo lo vence;Caritas omnia vincit;Caritas omnia vincit;Juan Pablo II;Dives in Misericordia, 1980;Ioannes Paulus II;Papa de la Iglesia Católica desde 1978 hasta 2005. Destacado por su labor pastoral, defensa de la vida y los derechos humanos.;Papa Ecclesiae Catholicae ab anno 1978 usque 2005. Labor pastoral, vitae tutela et iura humana praecipuus.;la;Latín;Lingua Latina;Polonia;Polonia;Edad Contemporánea;Aetas Contemporanea;https://i.ibb.co/tMz7wVTz/juanpabloii.png;0
65;Buscamos la paz en la tierra;Pacem in terris quaerimus;Pacem in terris quaerimus;Juan Pablo II;Encyclica, 1986;Ioannes Paulus II;Papa de la Iglesia Católica desde 1978 hasta 2005. Destacado por su labor pastoral, defensa de la vida y los derechos humanos.;Papa Ecclesiae Catholicae ab anno 1978 usque 2005. Labor pastoral, vitae tutela et iura humana praecipuus.;la;Latín;Lingua Latina;Polonia;Polonia;Edad Contemporánea;Aetas Contemporanea;https://i.ibb.co/tMz7wVTz/juanpabloii.png;0
66;El Espíritu Santo nos guía hacia la verdad;Spiritus Sanctus nos ducit ad veritatem;Spiritus Sanctus nos ad veritatem ducit;Juan Pablo II;Catechesis Generalis, 15 aprilis 1980;Ioannes Paulus II;Papa de la Iglesia Católica desde 1978 hasta 2005. Destacado por su labor pastoral, defensa de la vida y los derechos humanos.;Papa Ecclesiae Catholicae ab anno 1978 usque 2005. Labor pastoral, vitae tutela et iura humana praecipuus.;la;Latín;Lingua Latina;Polonia;Polonia;Edad Contemporánea;Aetas Contemporanea;https://i.ibb.co/tMz7wVTz/juanpabloii.png;0
67;La verdad os hará libres;Veritas vos liberabit;Veritas vos liberabit;Juan Pablo II;Audientia generalis, 22 aprilis 1980;Ioannes Paulus II;Papa de la Iglesia Católica desde 1978 hasta 2005. Destacado por su labor pastoral, defensa de la vida y los derechos humanos.;Papa Ecclesiae Catholicae ab anno 1978 usque 2005. Labor pastoral, vitae tutela et iura humana praecipuus.;la;Latín;Lingua Latina;Polonia;Polonia;Edad Contemporánea;Aetas Contemporanea;https://i.ibb.co/tMz7wVTz/juanpabloii.png;0
68;Todas nuestras obras pongamos en Dios;Omnia opera nostra in Deo ponamus;Omnia opera nostra in Deo ponamus;Juan Pablo II;Catechesis Generalis, 10 november 1976;Ioannes Paulus II;Papa de la Iglesia Católica desde 1978 hasta 2005. Destacado por su labor pastoral, defensa de la vida y los derechos humanos.;Papa Ecclesiae Catholicae ab anno 1978 usque 2005. Labor pastoral, vitae tutela et iura humana praecipuus.;la;Latín;Lingua Latina;Polonia;Polonia;Edad Contemporánea;Aetas Contemporanea;https://i.ibb.co/tMz7wVTz/juanpabloii.png;0
69;La fuerza de la fe siempre vence al miedo;Fidei virtus semper vincit timorem;Virtus fidei timorem semper vincit;Juan Pablo II;Redemptor Hominis, 1979;Ioannes Paulus II;Papa de la Iglesia Católica desde 1978 hasta 2005. Destacado por su labor pastoral, defensa de la vida y los derechos humanos.;Papa Ecclesiae Catholicae ab anno 1978 usque 2005. Labor pastoral, vitae tutela et iura humana praecipuus.;la;Latín;Lingua Latina;Polonia;Polonia;Edad Contemporánea;Aetas Contemporanea;https://i.ibb.co/tMz7wVTz/juanpabloii.png;0
70;Los hombres deben preservar su dignidad;Homines dignitatem suam servare debent;Homines dignitatem suam servare debent;Juan Pablo II;Audientia generalis, 16 aprilis 1983;Ioannes Paulus II;Papa de la Iglesia Católica desde 1978 hasta 2005. Destacado por su labor pastoral, defensa de la vida y los derechos humanos.;Papa Ecclesiae Catholicae ab anno 1978 usque 2005. Labor pastoral, vitae tutela et iura humana praecipuus.;la;Latín;Lingua Latina;Polonia;Polonia;Edad Contemporánea;Aetas Contemporanea;https://i.ibb.co/tMz7wVTz/juanpabloii.png;0
71;El amor a Dios y al prójimo es el fundamento de la vida;Amor Dei et proximi est fundamentum vitae;Amor Dei et proximi est fundamentum vitae;Juan Pablo II;Catechesis Generalis, 15 september 1980;Ioannes Paulus II;Papa de la Iglesia Católica desde 1978 hasta 2005. Destacado por su labor pastoral, defensa de la vida y los derechos humanos.;Papa Ecclesiae Catholicae ab anno 1978 usque 2005. Labor pastoral, vitae tutela et iura humana praecipuus.;la;Latín;Lingua Latina;Polonia;Polonia;Edad Contemporánea;Aetas Contemporanea;https://i.ibb.co/tMz7wVTz/juanpabloii.png;0
72;El hombre sin educación es como un cadáver;Homo sine litteris mors est;Homo sine litteris mors est;San Juan Bautista de La Salle;Scripta Educativa, saeculum XVIII ;Sanctus Ioannes Baptista de La Salle;Sacerdote francés y fundador de los Hermanos de las Escuelas Cristianas, dedicados a la educación cristiana de los jóvenes, especialmente pobres.;Sacerdos Francogallicus, fratres Scholarium Christianorum fundator. Iuvenes praecipue pauperes educavit.;la;Latín;Lingua Latina;Francia;Francia;Edad Moderna;Nova Aetas;https://i.ibb.co/20M9HWkV/lasalle.png;0
73;La paciencia es la llave para la solución;Patientia clavis liberationis est;الصبر مفتاح الفرج;Proverbio Árabe;;Proverbium Arabica;Proverbios tradicionales de la cultura árabe que transmiten valores de hospitalidad, honor, paciencia y sabiduría práctica.;Collectio sententiarum Arabicarum.;ar;Árabe;Lingua Arabica;Arabia Saudita;Arabia Saudita;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/1fdqG2fh/arabia.png;0
74;Quien se esfuerza, encuentra;Qui laborat invenit;من جد وجد;Proverbio Árabe;;Proverbium Arabica;Proverbios tradicionales de la cultura árabe que transmiten valores de hospitalidad, honor, paciencia y sabiduría práctica.;Collectio sententiarum Arabicarum.;ar;Árabe;Lingua Arabica;Arabia Saudita;Arabia Saudita;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/1fdqG2fh/arabia.png;0
75;La mente es un adorno;Mens ornamentum est;العقل زينة;Proverbio Árabe;;Proverbium Arabica;Proverbios tradicionales de la cultura árabe que transmiten valores de hospitalidad, honor, paciencia y sabiduría práctica.;Collectio sententiarum Arabicarum.;ar;Árabe;Lingua Arabica;Arabia Saudita;Arabia Saudita;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/1fdqG2fh/arabia.png;0
76;El amigo se conoce en la adversidad;Amicus in angustiis cognoscitur;الصديق وقت الضيق;Proverbio Árabe;;Proverbium Arabica;Proverbios tradicionales de la cultura árabe que transmiten valores de hospitalidad, honor, paciencia y sabiduría práctica.;Collectio sententiarum Arabicarum.;ar;Árabe;Lingua Arabica;Arabia Saudita;Arabia Saudita;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/1fdqG2fh/arabia.png;0
77;El conocimiento es luz;Scientia lux est;العلم نور;Proverbio Árabe;;Proverbium Arabica;Proverbios tradicionales de la cultura árabe que transmiten valores de hospitalidad, honor, paciencia y sabiduría práctica.;Collectio sententiarum Arabicarum.;ar;Árabe;Lingua Arabica;Arabia Saudita;Arabia Saudita;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/1fdqG2fh/arabia.png;0
78;Quien cava un hoyo para su hermano, caerá en él;Qui foveam fratri fodit in eam cadit;من حفر حفرة لأخيه وقع فيها;Proverbio Árabe;;Proverbium Arabica;Proverbios tradicionales de la cultura árabe que transmiten valores de hospitalidad, honor, paciencia y sabiduría práctica.;Collectio sententiarum Arabicarum.;ar;Árabe;Lingua Arabica;Arabia Saudita;Arabia Saudita;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/1fdqG2fh/arabia.png;0
79;Una sola mano no aplaude;Una manus non plausum facit;يد واحدة لا تصفق;Proverbio Árabe;;Proverbium Arabica;Proverbios tradicionales de la cultura árabe que transmiten valores de hospitalidad, honor, paciencia y sabiduría práctica.;Collectio sententiarum Arabicarum.;ar;Árabe;Lingua Arabica;Arabia Saudita;Arabia Saudita;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/1fdqG2fh/arabia.png;0
80;La experiencia es el mejor maestro;Experientia optimus magister est;التجربة خير معلم;Proverbio Árabe;;Proverbium Arabica;Proverbios tradicionales de la cultura árabe que transmiten valores de hospitalidad, honor, paciencia y sabiduría práctica.;Collectio sententiarum Arabicarum.;ar;Árabe;Lingua Arabica;Arabia Saudita;Arabia Saudita;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/1fdqG2fh/arabia.png;0
81;"El tiempo es como una espada; si no lo cortas, te corta";Tempus sicut gladius est: si non id caedis, te caedit;الوقت كالسيف إن لم تقطعه قطعك;Proverbio Árabe;;Proverbium Arabica;Proverbios tradicionales de la cultura árabe que transmiten valores de hospitalidad, honor, paciencia y sabiduría práctica.;Collectio sententiarum Arabicarum.;ar;Árabe;Lingua Arabica;Arabia Saudita;Arabia Saudita;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/1fdqG2fh/arabia.png;0
82;El libro es el mejor compañero;Liber optimus comes est;الكتاب خير جليس;Proverbio Árabe;;Proverbium Arabica;Proverbios tradicionales de la cultura árabe que transmiten valores de hospitalidad, honor, paciencia y sabiduría práctica.;Collectio sententiarum Arabicarum.;ar;Árabe;Lingua Arabica;Arabia Saudita;Arabia Saudita;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/1fdqG2fh/arabia.png;0
83;Tu derecho es actuar, no los frutos de la acción;Tuum ius est agere, non fructus actionis;कर्मण्येवाधिकारस्ते मा फलेषु कदाचन;Proverbio Hindú;;Proverbium Indica;Dichos tradicionales de la India que reflejan principios espirituales, filosóficos y morales influidos por el hinduismo y las tradiciones védicas.;Collectio sententiarum Indicarum.;hi;Hindi;Lingua Indica;India;India;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/84cDNBHX/india.png;0
84;Yoga es perfección en la acción;Yoga est perfectio in operatione;योगः कर्मसु कौशलम्;Proverbio Hindú;;Proverbium Indica;Dichos tradicionales de la India que reflejan principios espirituales, filosóficos y morales influidos por el hinduismo y las tradiciones védicas.;Collectio sententiarum Indicarum.;hi;Hindi;Lingua Indica;India;India;Epoca Desconocida;Epocha Ignota;https://i.ibb.co/84cDNBHX/india.png;0
